code
12000
12100
12101
12102
12103
12104
12105
12106
12202
12203
12204
12205
12206
12207
12208
12209
12210
12211
12212
12213
12214
12215
12216
12217
12218
12219
12220
12221
12222
12223
12224
12225
12226
12227
12228
12229
12230
12231
12232
12233
12234
12235
12236
12237
12238
12239
12322
12325
12328
12329
12341
12342
12343
12344
12345
12346
12347
12348
12349
12361
12362
12381
12382
12402
12403
12404
12405
12406
12407
12408
12409
12410
12421
12422
12423
12424
12426
12427
12441
12442
12443
12444
12445
12461
12462
12463
12464
12465
12466
12467
12468
